BLOCKID,SENATE
090034977003017, 5
090034603021001, 5
090034973001010, 5
090034602031020, 5
090034603012012, 5
090034603011004, 5
090034969002010, 5
090034977003015, 5
090034964002010, 5
090034969007006, 5
090034962004004, 5
090034977001001, 5
090034962003002, 5
090034968003008, 5
090034101013001, 5
090034602031000, 5
090034968003002, 5
090034968003010, 5
090034963002008, 5
090034970004009, 5
090034603023012, 5
090034713003019, 5
090034977003005, 5
090034970003010, 5
090034977002016, 5
090034976001003, 5
090034969003003, 5
090034974004002, 5
090034967003003, 5
090034962002014, 5
090034963001004, 5
090034101022021, 5
090034962001000, 5
090034602041001, 5
090034603021016, 5
090034976001006, 5
090034964002005, 5
090034964002003, 5
090034963004005, 5
090034968002009, 5
090034713003022, 5
090034973005003, 5
090034602032007, 5
090034961002014, 5
090034970003008, 5
090034974004005, 5
090034101012003, 5
090034973005007, 5
090034975004014, 5
090034603011010, 5
090034972001008, 5
090034970003000, 5
090034602031019, 5
090034101011008, 5
090034101013026, 5
090034101022017, 5
090034961001011, 5
090034101011017, 5
090034970003009, 5
090034603021019, 5
090034961002007, 5
090034603021014, 5
090034973004004, 5
090034975001005, 5
090034975004016, 5
090034977003010, 5
090034101023003, 5
090034962002010, 5
090034101022006, 5
090034602021005, 5
090034967001001, 5
090034714003023, 5
090034963001001, 5
090034962001003, 5
090034101013011, 5
090034976001007, 5
090034972002005, 5
090034602022018, 5
090034603021011, 5
090034970004015, 5
090034973001007, 5
090034963002007, 5
090034973003009, 5
090034971004004, 5
090034977003013, 5
090034966001000, 5
090034969002004, 5
090034602021013, 5
090034971003005, 5
090034971003006, 5
090034101023016, 5
090034962004009, 5
090034964002006, 5
090034602042003, 5
090034602044008, 5
090034977002000, 5
090034975004012, 5
090034967001004, 5
090034970001007, 5
090034974002005, 5
090034101012019, 5
090034603012011, 5
090034603023014, 5
090034969002000, 5
090034101023004, 5
090034967004009, 5
090034963003003, 5
090034962003008, 5
090034976002007, 5
090034977001009, 5
090034101021004, 5
090034964004011, 5
090034961002012, 5
090034961001006, 5
090034965002002, 5
090034976002006, 5
090034603023003, 5
090034101011016, 5
090034974001007, 5
090034966001016, 5
090034973001008, 5
090034974001006, 5
090034974001010, 5
090034602043010, 5
090034963002006, 5
090034975004013, 5
090034974001008, 5
090034973004008, 5
090034970004003, 5
090034971001001, 5
090034977003000, 5
090034970003003, 5
090034603011008, 5
090034966001008, 5
090034966001018, 5
090034977003011, 5
090034967002008, 5
090034970003007, 5
090034967004001, 5
090034970001003, 5
090034602042001, 5
090034602021031, 5
090034966002020, 5
090034714003020, 5
090034602044006, 5
090034602044000, 5
090034972001005, 5
090034973003004, 5
090034972001012, 5
090034962004016, 5
090034965001006, 5
090034976001009, 5
090034101011010, 5
090034603012015, 5
090034968003005, 5
090034603012003, 5
090034971002004, 5
090034977003003, 5
090034963003007, 5
090034969005008, 5
090034966002011, 5
090034962004018, 5
090034602042002, 5
090034961001017, 5
090034963004001, 5
090034101013019, 5
090034603022010, 5
090034973002008, 5
090034969005002, 5
090034963004012, 5
090034966002003, 5
090034603011000, 5
090034602043002, 5
090034603021006, 5
090034972002006, 5
090034101013016, 5
090034973005010, 5
090034714003005, 5
090034964003001, 5
090034965002013, 5
090034974001005, 5
090034967002003, 5
090034967001000, 5
090034962001006, 5
090034964002009, 5
090034976002008, 5
090034603022003, 5
090034961001002, 5
090034968001010, 5
090034970004007, 5
090034970004002, 5
090034603021010, 5
090034101011002, 5
090034969002008, 5
090034603021005, 5
090034603021017, 5
090034961001019, 5
090034977003008, 5
090034965002008, 5
090034963002000, 5
090034101021008, 5
090034967003001, 5
090034962001001, 5
090034602021016, 5
090034602021006, 5
090034970003001, 5
090034977001004, 5
090034602041010, 5
090034602044002, 5
090034961002015, 5
090034602021015, 5
090034962003001, 5
090034101013022, 5
090034101013025, 5
090034976003005, 5
090034101011024, 5
090034971004006, 5
090034973005011, 5
090034101022018, 5
090034603023015, 5
090034970002000, 5
090034977002012, 5
090034967004002, 5
090034970001005, 5
090034101013004, 5
090034603012022, 5
090034961001020, 5
090034969005000, 5
090034714003015, 5
090034962003003, 5
090034962002017, 5
090034968001002, 5
090034964003002, 5
090034603023013, 5
090034973001004, 5
090034602022014, 5
090034101011003, 5
090034602032014, 5
090034968002008, 5
090034714003007, 5
090034965003002, 5
090034966001002, 5
090034970001000, 5
090034101022001, 5
090034602041003, 5
090034602042014, 5
090034602021030, 5
090034968002006, 5
090034963004013, 5
090034969004004, 5
090034602042004, 5
090034971001000, 5
090034603012005, 5
090034962004013, 5
090034101023011, 5
090034970004008, 5
090034602021032, 5
090034713003026, 5
090034963003008, 5
090034602042010, 5
090034963003002, 5
090034602031007, 5
090034972002001, 5
090034969005001, 5
090034976002000, 5
090034965002005, 5
090034968003003, 5
090034101013000, 5
090034961001015, 5
090034968003006, 5
090034966002014, 5
090034965003008, 5
090034971003001, 5
090034964001000, 5
090034977003004, 5
090034972001007, 5
090034714003008, 5
090034975003006, 5
090034964002002, 5
090034970002002, 5
090034973002006, 5
090034101012000, 5
090034967001002, 5
090034967002005, 5
090034602021020, 5
090034602021007, 5
090034976002011, 5
090034603021007, 5
090034101011006, 5
090034973004002, 5
090034976001010, 5
090034974001009, 5
090034101013006, 5
090034602041004, 5
090034975001001, 5
090034969002007, 5
090034603011015, 5
090034101012006, 5
090034963002003, 5
090034966002009, 5
090034602021003, 5
090034970004011, 5
090034971004002, 5
090034602031009, 5
090034602032001, 5
090034602022008, 5
090034101011001, 5
090034967003005, 5
090034969002001, 5
090034975002000, 5
090034602021023, 5
090034969004005, 5
090034602031016, 5
090034964001007, 5
090034961002000, 5
090034602042000, 5
090034965003009, 5
090034602021012, 5
090034967003004, 5
090034602031013, 5
090034713003027, 5
090034970001004, 5
090034975004011, 5
090034975002005, 5
090034975003001, 5
090034602043003, 5
090034963004006, 5
090034963004016, 5
090034714003014, 5
090034973003008, 5
090034972001003, 5
090034603022004, 5
090034961001010, 5
090034976002010, 5
090034969004001, 5
090034964003007, 5
090034971004001, 5
090034966001012, 5
090034602043007, 5
090034714003012, 5
090034602041002, 5
090034602032008, 5
090034603012014, 5
090034975004001, 5
090034970002005, 5
090034602042007, 5
090034975004005, 5
090034601001000, 6
090034165004003, 6
090034173001001, 6
090034162003003, 6
090034154004000, 6
090034164001007, 6
090034158001009, 6
090034601001009, 6
090034175003015, 6
090034171001032, 6
090034157002019, 6
090034003002002, 6
090034001012010, 6
090034002002015, 6
090034168001025, 6
090034601002016, 6
090034166001004, 6
090034171001004, 6
090034165005003, 6
090034155002010, 6
090034168001005, 6
090034155002011, 6
090034001021019, 6
090034165004005, 6
090034167004000, 6
090034165005007, 6
090034003002003, 6
090034003004003, 6
090034001022000, 6
090034165002010, 6
090034166001005, 6
090034001012016, 6
090034164003014, 6
090034161001010, 6
090034155001001, 6
090034003002013, 6
090034167004005, 6
090034601002036, 6
090034163001002, 6
090034601002018, 6
090034167004012, 6
090034164003009, 6
090034001021028, 6
090034167004008, 6
090034168001006, 6
090034174001014, 6
090034164003013, 6
090034160001003, 6
090034153001001, 6
090034164002007, 6
090034167003003, 6
090034601002007, 6
090034163002006, 6
090034154001001, 6
090034154004012, 6
090034155003002, 6
090034160004003, 6
090034174001008, 6
090034158001011, 6
090034158001013, 6
090034001022029, 6
090034001022009, 6
090034175003019, 6
090034001022016, 6
090034002001018, 6
090034001012029, 6
090034001012012, 6
090034163001011, 6
090034164002019, 6
090034001012009, 6
090034003005015, 6
090034001021032, 6
090034154003000, 6
090034175003005, 6
090034601002011, 6
090034601001007, 6
090034601001012, 6
090034001021035, 6
090034162001000, 6
090034171001016, 6
090034175001014, 6
090034002002028, 6
090034001012033, 6
090034165003003, 6
090034161002007, 6
090034003003004, 6
090034167001007, 6
090034160001009, 6
090034002002032, 6
090034154001013, 6
090034163001009, 6
090034157002009, 6
090034003005022, 6
090034175003012, 6
090034161002005, 6
090034003003005, 6
090034001021013, 6
090034162001008, 6
090034165004001, 6
090034003005010, 6
090034161003003, 6
090034001022006, 6
090034003001011, 6
090034601001001, 6
090034158001005, 6
090034154002005, 6
090034161002001, 6
090034162002004, 6
090034157003005, 6
090034156002003, 6
090034156003003, 6
090034158001002, 6
090034601001008, 6
090034003002005, 6
090034002002024, 6
090034001012038, 6
090034160004002, 6
090034153002001, 6
090034154005000, 6
090034001021020, 6
090034158002005, 6
090034158002018, 6
090034175002002, 6
090034156003001, 6
090034157002020, 6
090034172001015, 6
090034003003003, 6
090034165002009, 6
090034164002013, 6
090034155001003, 6
090034001012027, 6
090034155002002, 6
090034161001001, 6
090034001012025, 6
090034003005029, 6
090034174002001, 6
090034174002003, 6
090034003002008, 6
090034601001022, 6
090034154004010, 6
090034157002004, 6
090034601001005, 6
090034167004002, 6
090034164002027, 6
090034159001001, 6
090034001012034, 6
090034001021050, 6
090034001012011, 6
090034003005003, 6
090034001021009, 6
090034001021026, 6
090034167004011, 6
090034601001023, 6
090034172001007, 6
090034163001000, 6
090034601002032, 6
090034158001000, 6
090034001012015, 6
090034003005012, 6
090034156002004, 6
090034174002015, 6
090034153001006, 6
090034001012007, 6
090034161003000, 6
090034160001008, 6
090034158002002, 6
090034003005007, 6
090034167001002, 6
090034171001008, 6
090034601001011, 6
090034003004000, 6
090034153001005, 6
090034171002004, 6
090034003003000, 6
090034168001026, 6
090034162001005, 6
090034174001002, 6
090034601002037, 6
090034165003001, 6
090034155002008, 6
090034001021027, 6
090034601002030, 6
090034156001000, 6
090034165003004, 6
090034161002004, 6
090034003002010, 6
090034165001002, 6
090034168001024, 6
090034001022012, 6
090034156002007, 6
090034161003002, 6
090034174002012, 6
090034164001006, 6
090034158002014, 6
090034165002000, 6
090034164002006, 6
090034172001006, 6
090034165005010, 6
090034157002014, 6
090034156003004, 6
090034002002029, 6
090034003003001, 6
090034173001004, 6
090034601002001, 6
090034158002001, 6
090034002002004, 6
090034165005013, 6
090034171001023, 6
090034172001011, 6
090034001012002, 6
090034002001016, 6
090034158002017, 6
090034001021046, 6
090034154001014, 6
090034160001000, 6
090034158002008, 6
090034163001017, 6
090034166001007, 6
090034159001013, 6
090034003001003, 6
090034175001010, 6
090034001022032, 6
090034001012042, 6
090034161002010, 6
090034001011012, 6
090034161001006, 6
090034167005004, 6
090034003004005, 6
090034001022004, 6
090034159001000, 6
090034167003002, 6
090034167003007, 6
090034602022020, 6
090034165005016, 6
090034003003007, 6
090034155001000, 6
090034159001011, 6
090034164001010, 6
090034001012018, 6
090034001012037, 6
090034173001000, 6
090034172001005, 6
090034155002004, 6
090034601002020, 6
090034163002014, 6
090034153002006, 6
090034164002028, 6
090034171001014, 6
090034171001001, 6
090034172001004, 6
090034161001008, 6
090034171001005, 6
090034601002033, 6
090034002001005, 6
090034003005023, 6
090034001021008, 6
090034168002006, 6
090034161002009, 6
090034601001025, 6
090034001022018, 6
090034175003011, 6
090034001012032, 6
090034159001006, 6
090034001011003, 6
090034167004010, 6
090034160001006, 6
090034157002000, 6
090034159002001, 6
090034154002002, 6
090034165005002, 6
090034159001004, 6
090034163001010, 6
090034163001003, 6
090034159002004, 6
090034159001015, 6
090034160002003, 6
090034162001007, 6
090034158002007, 6
090034165001004, 6
090034001022002, 6
090034165004004, 6
090034159002000, 6
090034174001011, 6
090034167002004, 6
090034175002003, 6
090034160004001, 6
090034172001013, 6
090034003005026, 6
090034164002022, 6
090034165005008, 6
090034002001001, 6
090034154003005, 6
090034003001002, 6
090034001021004, 6
090034003002004, 6
090034153002000, 6
090034601002013, 6
090034002002003, 6
090034157001010, 6
090034002002022, 6
090034003005013, 6
090034001011007, 6
090034002002023, 6
090034165001005, 6
090034003003008, 6
090034161001004, 6
090034161002011, 6
090034159001012, 6
090034163003003, 6
090034153001000, 6
090034159001009, 6
090034160003003, 6
090034001012030, 6
090034160001005, 6
090034601002006, 6
090034164002010, 6
090034002003000, 6
090034002001014, 6
090034165005005, 6
090034002002000, 6
090034002003014, 6
090034003002007, 6
090034001012028, 6
090034173001003, 6
090034001012055, 6
090034601002012, 6
090034001011006, 6
090034167005001, 6
090034163002002, 6
090034161003004, 6
090034002002010, 6
090034154001003, 6
090034001012039, 6
090034157002022, 6
090034158001006, 6
090034163003002, 6
090034168001013, 6
090034003005021, 6
090034154003009, 6
090034154002004, 6
090034175001009, 6
090034154004006, 6
090034001021037, 6
090034164003000, 6
090034153001007, 6
090034601002038, 6
090034174001015, 6
090034002003010, 6
090034165002012, 6
090034175003006, 6
090034167001004, 6
090034156003002, 6
090034155002005, 6
090034155002001, 6
090034156001007, 6
090034156002005, 6
090034001011009, 6
090034174002018, 6
090034163002005, 6
090034161002000, 6
090034167002005, 6
090034167003005, 6
090034601002021, 6
090034174002007, 6
090034156001001, 6
090034156003008, 6
090034003001007, 6
090034160003004, 6
090034002002008, 6
090034002002020, 6
090034002003008, 6
090034001022003, 6
090034002002025, 6
090034154001009, 6
090034164003004, 6
090034153001004, 6
090034175001008, 6
090034175003018, 6
090034154004003, 6
090034001022011, 6
090034175001002, 6
090034175001005, 6
090034154005005, 6
090034601002025, 6
090034163003008, 6
090034164002001, 6
090034001012047, 6
090034165003005, 6
090034164003010, 6
090034174002010, 6
090034001011005, 6
090034166001006, 6
090034601002008, 6
090034164002012, 6
090034003005014, 6
090034001022022, 6
090034171002003, 6
090034174002002, 6
090034002002007, 6
090034601001019, 6
090034601002026, 6
090034168002010, 6
090034154002003, 6
090034171001024, 6
090034175002001, 6
090034175001003, 6
090034167003006, 6
090034167004001, 6
090034171001006, 6
090034158002009, 6
090034154001005, 6
090034161001005, 6
090034168002012, 6
090034164002005, 6
090034157001012, 6
090034601001020, 6
090034002001013, 6
090034003002012, 6
090034164002008, 6
090034174002008, 6
090034168001003, 6
090034154003004, 6
090034163001015, 6
090034168002001, 6
090034001012024, 6
090034003005009, 6
090034165005001, 6
090034002003018, 6
090034154001007, 6
090034003002001, 6
090034155003005, 6
090034003005006, 6
090034165005009, 6
090034162001009, 6
090034002003012, 6
090034003005017, 6
090034155001004, 6
090034001022001, 6
090034168002008, 6
090034001012049, 6
090034164002004, 6
090034153001008, 6
090034156003005, 6
090034175003008, 6
090034157003001, 6
090034167006003, 6
090034174001006, 6
090034175003010, 6
090034175001013, 6
090034002003007, 6
090034601002035, 6
090034166001008, 6
090034002003017, 6
090034001011008, 6
090034171001026, 6
090034002002031, 6
090034165003000, 6
090034165002001, 6
090034164001008, 6
090034163002016, 6
090034601002028, 6
090034175003016, 6
090034167004009, 6
090034160001002, 6
090034168002005, 6
090034163002012, 6
090034175001012, 6
090034174001010, 6
090034002002027, 6
090034002002021, 6
090034171001015, 6
090034002002006, 6
090034001022021, 6
090034001022031, 6
090034163002004, 6
090034174001012, 6
090034001021030, 6
090034168002002, 6
090034161002002, 6
090034164003015, 6
090034001021044, 6
090034173001006, 6
090034163003010, 6
090034165003009, 6
090034172001008, 6
090034001021039, 6
090034171001029, 6
090034156003011, 6
090034166001001, 6
090034168001011, 6
090034161001007, 6
090034001012020, 6
090034001021045, 6
090034163001008, 6
090034001012050, 6
090034174001009, 6
090034154003003, 6
090034167003000, 6
090034164003011, 6
090034153001003, 6
090034175002004, 6
090034172001002, 6
090034002002030, 6
090034171001012, 6
090034156001008, 6
090034003003010, 6
090034003001014, 6
090034164002003, 6
090034157002008, 6
090034163001001, 6
090034602022021, 6
090034156001009, 6
090034003003009, 6
090034164003018, 6
090034171001025, 6
090034158002006, 6
090034163003007, 6
090034165002011, 6
090034163001016, 6
090034167006004, 6
090034001012003, 6
090034171001003, 6
090034168001021, 6
090034156001004, 6
090034155002007, 6
090034154001006, 6
090034156001002, 6
090034003001008, 6
090034158001010, 6
090034156003010, 6
090034156001006, 6
090034160003000, 6
090034001012000, 6
090034601001010, 6
090034168002000, 6
090034001021018, 6
090034002001017, 6
090034001012041, 6
090034155002000, 6
090034167005003, 6
090034003001001, 6
090034157001008, 6
090034157002013, 6
090034164002024, 6
090034003001013, 6
090034001021029, 6
090034162003000, 6
090034171001010, 6
090034162001003, 6
090034174002009, 6
090034161002003, 6
090034155003001, 6
090034003005001, 6
090034175003007, 6
090034162002002, 6
090034154001004, 6
090034002003016, 6
090034157001001, 6
090034158001016, 6
090034158002013, 6
090034601002004, 6
090034001022010, 6
090034164002026, 6
090034162003001, 6
090034168002009, 6
090034154005001, 6
090034001021024, 6
090034161001003, 6
090034001011013, 6
090034002002014, 6
090034001021017, 6
090034166001000, 6
090034003004008, 6
090034164003005, 6
090034154004009, 6
090034003005020, 6
090034173001002, 6
090034001012043, 6
090034002001000, 6
090034175003009, 6
090034163002011, 6
090034163002000, 6
090034160001007, 6
090034157001003, 6
090034156001005, 6
090034171002006, 6
090034168002003, 6
090034002001008, 6
090034171001007, 6
090034163001005, 6
090034175003014, 6
090034157002001, 6
090034161002006, 6
090034168001019, 6
090034154004011, 6
090034601001002, 6
090034157003007, 6
090034156003009, 6
090034164002014, 6
090034165001001, 6
090034163001013, 6
090034001021010, 6
090034602022022, 6
090034601002023, 6
090034153002004, 6
090034003005027, 6
090034164001002, 6
090034164001013, 6
090034158001008, 6
090034001021015, 6
090034175001000, 6
090034001011010, 6
090034175002005, 6
090034601002022, 6
090034158001003, 6
090034167004015, 6
090034162001006, 6
090034165004002, 6
090034156001003, 6
090034163001019, 6
090034175003000, 6
090034003003012, 6
090034171001017, 6
090034002003004, 6
090034001012053, 6
090034166002002, 6
090034001021011, 6
090034161003005, 6
090034154001008, 6
090034003004006, 6
090034153002005, 6
090034002003005, 6
090034003004002, 6
090034167005002, 6
090034160001001, 6
090034003001000, 6
090034162002000, 6
090034157003004, 6
090034157003003, 6
090034001021016, 6
090034601001004, 6
090034167002000, 6
090034171001002, 6
090034171001028, 6
090034003002015, 6
090034163001007, 6
090034159002003, 6
090034601002003, 6
090034167006008, 6
090034601001021, 6
090034002001002, 6
090034003004007, 6
090034168001012, 6
090034163003006, 6
090034002002009, 6
090034164003019, 6
090034160002002, 6
090034001021006, 6
090034003005019, 6
090034003001004, 6
090034001011002, 6
090034164002021, 6
090034154001012, 6
090034154002000, 6
090034162003004, 6
090034162001004, 6
090034171001013, 6
090034158001015, 6
090034601001024, 6
090034174001000, 6
090034167006000, 6
090034165005000, 6
090034167005000, 6
090034174002016, 6
090034168001014, 6
090034168002011, 6
090034001021003, 6
090034164003001, 6
090034165005011, 6
090034163003001, 6
090034175002000, 6
090034164001001, 6
090034001021042, 6
090034001012004, 6
090034158001004, 6
090034159001002, 6
090034166001002, 6
090034601001016, 6
090034003005005, 6
090034168001022, 6
090034002002017, 6
090034001022017, 6
090034161002008, 6
090034174001013, 6
090034163002007, 6
090034158002012, 6
090034164002002, 6
090034601002017, 6
090034002003003, 6
090034165005015, 6
090034163002009, 6
090034159001005, 6
090034154004001, 6
090034001021041, 6
090034156003000, 6
090034163003004, 6
090034158001018, 6
090034174002013, 6
090034003005002, 6
090034002002012, 6
090034157002012, 6
090034157002018, 6
090034167006001, 6
090034171001033, 6
090034001021047, 6
090034167006007, 6
090034158002004, 6
090034168001001, 6
090034166002001, 6
090034171001027, 6
090034153002002, 6
090034003005008, 6
090034167006005, 6
090034165001000, 6
090034160001004, 6
090034164003007, 6
090034002003006, 6
090034171001018, 6
090034163003009, 6
090034171001022, 6
090034001011011, 6
090034159001010, 6
090034157001005, 6
090034162002001, 6
090034167002001, 6
090034002001004, 6
090034165002005, 6
090034003001009, 6
090034175001001, 6
090034165005014, 6
090034003003006, 6
090034163002013, 6
090034601002000, 6
090034003005011, 6
090034174002006, 6
090034157002017, 6
090034163003005, 6
090034175003004, 6
090034174001004, 6
090034155003003, 6
090034164002000, 6
090034002002026, 6
090034165001003, 6
090034001011014, 6
090034156003013, 6
090034001021014, 6
090034002003001, 6
090034003002011, 6
090034171001020, 6
090034164003016, 6
090034001021048, 6
090034163001020, 6
090034164002011, 6
090034157002015, 6
090034168001007, 6
090034168001009, 6
090034154004004, 6
090034001022025, 6
090034159001003, 6
090034157001011, 6
090034174001005, 6
090034175003001, 6
090034156002002, 6
090034002003011, 6
090034171001019, 6
090034002003002, 6
090034001021023, 6
090034001012044, 6
090034171002001, 6
090034165002006, 6
090034001011000, 6
090034001012040, 6
090034002001007, 6
090034162003005, 6
090034003005018, 6
090034154005007, 6
090034161003001, 6
090034172001009, 6
090034168001020, 6
090034157002011, 6
090034002001003, 6
090034157001004, 6
090034172001012, 6
090034167004004, 6
090034001022024, 6
090034174002014, 6
090034175001006, 6
090034173001005, 6
090034001021043, 6
090034601002029, 6
090034157001006, 6
090034167001006, 6
090034175003013, 6
090034002001012, 6
090034001021002, 6
090034157002005, 6
090034167002006, 6
090034164002018, 6
090034001021007, 6
090034003001005, 6
090034165002003, 6
090034001012036, 6
090034163003000, 6
090034168001010, 6
090034160003001, 6
090034001012006, 6
090034164001005, 6
090034166001003, 6
090034003005016, 6
090034002002011, 6
090034164002009, 6
090034159001008, 6
090034001012054, 6
090034168001015, 6
090034165005012, 6
090034163002015, 6
090034154005004, 6
090034154005006, 6
090034162003006, 6
090034601002014, 6
090034159001016, 6
090034163001021, 6
090034165003010, 6
090034156003012, 6
090034001022028, 6
090034154002006, 6
090034001012017, 6
090034002003013, 6
090034175003002, 6
090034161001002, 6
090034159002002, 6
090034167004006, 6
090034157001009, 6
090034157002007, 6
090034159001018, 6
090034002002002, 6
090034001021049, 6
090034002002018, 6
090034168001004, 6
090034163001018, 6
090034171001031, 6
090034157001007, 6
090034161002012, 6
090034601001014, 6
090034165003008, 6
090034002002019, 6
090034167003001, 6
090034166002000, 6
090034164002017, 6
090034001021005, 6
090034001021012, 6
090034174001007, 6
090034158001017, 6
090034159001007, 6
090034174001001, 6
090034601002015, 6
090034001022023, 6
090034157002010, 6
090034002003009, 6
090034165003006, 6
090034157003000, 6
090034157001013, 6
090034157002006, 6
090034156003006, 6
090034003002009, 6
090034003001010, 6
090034164002015, 6
090034162001001, 6
090034154003002, 6
090034162001002, 6
090034003003011, 6
090034154001000, 6
090034172001003, 6
090034167006006, 6
090034164003012, 6
090034001012048, 6
090034154003006, 6
090034001012035, 6
090034154004007, 6
090034001021001, 6
090034601001013, 6
090034158002010, 6
090034165002008, 6
090034161001000, 6
090034162003002, 6
090034155003000, 6
090034601001006, 6
090034157001000, 6
090034167006002, 6
090034003005028, 6
090034154004005, 6
090034154004014, 6
090034168001023, 6
090034155001002, 6
090034003005025, 6
090034175003020, 6
090034164001011, 6
090034003005024, 6
090034158002011, 6
090034165002002, 6
090034601002010, 6
090034001012046, 6
090034001012026, 6
090034601002027, 6
090034175001011, 6
090034164001004, 6
090034165004000, 6
090034168001017, 6
090034003004012, 6
090034001012023, 6
090034164001009, 6
090034164003003, 6
090034160004004, 6
090034167004013, 6
090034001012051, 6
090034172001000, 6
090034168001008, 6
090034601001003, 6
090034167001001, 6
090034165005006, 6
090034172001014, 6
090034154004008, 6
090034154005002, 6
090034003004010, 6
090034001021036, 6
090034601002009, 6
090034165003002, 6
090034165002007, 6
090034001022035, 6
090034174001003, 6
090034159001014, 6
090034175002006, 6
090034154004013, 6
090034001012031, 6
090034167004007, 6
090034158001012, 6
090034163001012, 6
090034156002001, 6
090034001021038, 6
090034003003013, 6
090034164002025, 6
090034165004006, 6
090034002002013, 6
090034003002014, 6
090034601002005, 6
090034001012001, 6
090034003004001, 6
090034154005003, 6
090034003005030, 6
090034155002009, 6
090034159001017, 6
090034003004004, 6
090034601002034, 6
090034154003001, 6
090034154003007, 6
090034154004002, 6
090034162003007, 6
090034164003017, 6
090034175001007, 6
090034154001010, 6
090034003005000, 6
090034168001002, 6
090034003004009, 6
090034001022027, 6
090034160003002, 6
090034001012052, 6
090034001021021, 6
090034001022034, 6
090034002001011, 6
090034001021033, 6
090034155002006, 6
090034158002015, 6
090034001021022, 6
090034001012005, 6
090034163003011, 6
090034167001005, 6
090034172001010, 6
090034162002003, 6
090034155002003, 6
090034171001000, 6
090034157003006, 6
090034002001015, 6
090034157002003, 6
090034167006009, 6
090034157001002, 6
090034171002005, 6
090034160002000, 6
090034160004000, 6
090034171001021, 6
090034003001012, 6
090034001011001, 6
090034174002011, 6
090034168002004, 6
090034153001002, 6
090034153002003, 6
090034175001004, 6
090034001021000, 6
090034167003004, 6
090034160002001, 6
090034157002002, 6
090034601001017, 6
090034160003005, 6
090034164002023, 6
090034002001010, 6
090034164003002, 6
090034001022008, 6
090034001021025, 6
090034001012022, 6
090034001012019, 6
090034174002017, 6
090034161003006, 6
090034158002016, 6
090034158002000, 6
090034154001011, 6
090034601001018, 6
090034003005004, 6
090034156002006, 6
090034155003004, 6
090034154001002, 6
090034168001016, 6
090034001022007, 6
090034167006010, 6
090034157002021, 6
090034167004014, 6
090034001021031, 6
090034154002007, 6
090034175001015, 6
090034002002005, 6
090034174002005, 6
090034601002024, 6
090034164001012, 6
090034163002008, 6
090034001021034, 6
090034001022019, 6
090034171001030, 6
090034001012014, 6
090034001022026, 6
090034164002016, 6
090034167002003, 6
090034158001014, 6
090034163001014, 6
090034164001000, 6
090034001022020, 6
090034002003015, 6
090034002001009, 6
090034174002004, 6
090034175003021, 6
090034003004011, 6
090034601002002, 6
090034156003007, 6
090034601002019, 6
090034158002003, 6
090034156002000, 6
090034003002006, 6
090034167004003, 6
090034003001006, 6
090034001012045, 6
090034163002003, 6
090034154003008, 6
090034001022033, 6
090034164002020, 6
090034601002031, 6
090034002002016, 6
090034175003017, 6
090034001022014, 6
090034172001001, 6
090034002002001, 6
090034001021040, 6
090034165003007, 6
090034171001011, 6
090034001022015, 6
090034001012021, 6
090034001022030, 6
090034001012008, 6
090034168001000, 6
090034175003003, 6
090034163002001, 6
090034001011004, 6
090034002001006, 6
090034165005004, 6
090034165002004, 6
090034003002000, 6
090034171001009, 6
090034163002010, 6
090034167002002, 6
090034161001009, 6
090034164003006, 6
090034171002000, 6
090034158001001, 6
090034001012013, 6
090034163001004, 6
090034001022005, 6
090034002001019, 6
090034001022013, 6
090034163001006, 6
090034175001016, 6
090034167001000, 6
090034164003008, 6
090034154002001, 6
090034157003002, 6
090034003003002, 6
090034167001003, 6
090034157002016, 6
090034168001018, 6
090034164001003, 6
090034168002007, 6
090034160002004, 6
090034158001007, 6
090034601001015, 6
090034171002002, 6
090034155003006, 6
090034174002000, 6
090034001012056, 6
090034771012005, 7
090034771013004, 7
090034806004002, 7
090034771012010, 7
090034804001009, 7
090034811001012, 7
090034804001012, 7
090034771011000, 7
090135351021009, 7
090135382011009, 7
090135382012006, 7
090135382021028, 7
090135351022005, 7
090034701004008, 7
090135351022011, 7
090034808002009, 7
090035243003002, 7
090034771042006, 7
090034681022001, 7
090034772002003, 7
090034808004001, 7
090034807001007, 7
090034772001002, 7
090034809001002, 7
090034771013013, 7
090034761003003, 7
090034772002031, 7
090034809001021, 7
090034771011001, 7
090034807001012, 7
090034735022004, 7
090034701002004, 7
090034771042021, 7
090034813002017, 7
090034811002012, 7
090135382021020, 7
090135382014028, 7
090135382021005, 7
090034806003005, 7
090034806002013, 7
090135351022008, 7
090135382021019, 7
090034806001006, 7
090034701005008, 7
090034763002002, 7
090034806002011, 7
090034809001018, 7
090034681021013, 7
090034813001001, 7
090034808004012, 7
090034771012011, 7
090034771012006, 7
090034681022003, 7
090034771012017, 7
090034810001002, 7
090034808003007, 7
090034805001002, 7
090034681011001, 7
090034811002015, 7
090034804002019, 7
090035243001007, 7
090035243003004, 7
090034763001019, 7
090034803002009, 7
090034805002011, 7
090034803001002, 7
090034810002022, 7
090034771032005, 7
090034762001004, 7
090034761002004, 7
090034735021020, 7
090034681023003, 7
090034806003011, 7
090135351021001, 7
090135382022014, 7
090135382014018, 7
090034735021027, 7
090135382021006, 7
090034771031017, 7
090034812002027, 7
090035243002021, 7
090034681013012, 7
090034763001020, 7
090135381001005, 7
